"","month","year","damagecause","county","state","commodity","count"
"10557","MAY",2013,"Heat","Douglas","WA","BARLEY",1
"10558","JUN",2015,"Heat","Douglas","WA","BARLEY",1
"10559","OCT",1989,"Drought","Franklin","WA","BARLEY",1
"10560","JUN",1992,"Drought","Franklin","WA","BARLEY",1
"10561","OCT",1992,"Drought","Franklin","WA","BARLEY",1
"10562","JUN",1994,"Drought","Franklin","WA","BARLEY",1
"10563","MAY",1994,"Drought","Franklin","WA","BARLEY",1
"10564","APR",2001,"Drought","Franklin","WA","BARLEY",1
"10565","MAY",2001,"Drought","Franklin","WA","BARLEY",1
"10566","JUN",1992,"Frost","Franklin","WA","BARLEY",1
"10567","JUN",2002,"Cold Wet Weather","Garfield","WA","BARLEY",1
"10568","JUL",2002,"Cold Winter","Garfield","WA","BARLEY",1
"10569","AUG",2015,"Decline in Price","Garfield","WA","BARLEY",1
"10570","SEP",2015,"Decline in Price","Garfield","WA","BARLEY",1
"10571","APR",2001,"Drought","Garfield","WA","BARLEY",1
"10572","AUG",2001,"Drought","Garfield","WA","BARLEY",1
"10573","JUL",2001,"Drought","Garfield","WA","BARLEY",1
"10574","JUN",2001,"Drought","Garfield","WA","BARLEY",1
"10575","MAY",2001,"Drought","Garfield","WA","BARLEY",1
"10576","SEP",2001,"Drought","Garfield","WA","BARLEY",1
"10577","JUL",2002,"Drought","Garfield","WA","BARLEY",2
"10578","JUN",2002,"Drought","Garfield","WA","BARLEY",2
"10579","MAR",2002,"Drought","Garfield","WA","BARLEY",1
"10580","MAY",2002,"Drought","Garfield","WA","BARLEY",1
"10581","AUG",2003,"Drought","Garfield","WA","BARLEY",1
"10582","JUL",2003,"Drought","Garfield","WA","BARLEY",2
"10583","JUN",2003,"Drought","Garfield","WA","BARLEY",2
"10584","MAY",2003,"Drought","Garfield","WA","BARLEY",1
"10585","APR",2005,"Drought","Garfield","WA","BARLEY",1
"10586","AUG",2005,"Drought","Garfield","WA","BARLEY",1
"10587","JUN",2005,"Drought","Garfield","WA","BARLEY",2
"10588","MAY",2005,"Drought","Garfield","WA","BARLEY",4
"10589","JUL",2006,"Drought","Garfield","WA","BARLEY",1
"10590","JUN",2006,"Drought","Garfield","WA","BARLEY",1
"10591","MAY",2006,"Drought","Garfield","WA","BARLEY",1
"10592","DEC",2007,"Drought","Garfield","WA","BARLEY",1
"10593","MAY",2007,"Drought","Garfield","WA","BARLEY",1
"10594","JUN",2008,"Drought","Garfield","WA","BARLEY",1
"10595","MAY",2008,"Drought","Garfield","WA","BARLEY",1
"10596","JUL",2010,"Drought","Garfield","WA","BARLEY",1
"10597","JUL",2014,"Drought","Garfield","WA","BARLEY",2
"10598","JUN",2014,"Drought","Garfield","WA","BARLEY",1
"10599","MAY",2014,"Drought","Garfield","WA","BARLEY",2
"10600","APR",2015,"Drought","Garfield","WA","BARLEY",1
"10601","JUN",2015,"Drought","Garfield","WA","BARLEY",2
"10602","MAY",2015,"Drought","Garfield","WA","BARLEY",1
"10603","SEP",2015,"Drought","Garfield","WA","BARLEY",1
"10604","JUN",2002,"Excess Moisture/Precip/Rain","Garfield","WA","BARLEY",1
"10605","JUL",2010,"Excess Moisture/Precip/Rain","Garfield","WA","BARLEY",1
"10606","APR",2011,"Excess Moisture/Precip/Rain","Garfield","WA","BARLEY",1
"10607","MAY",2011,"Excess Moisture/Precip/Rain","Garfield","WA","BARLEY",1
"10608","MAY",2002,"Frost","Garfield","WA","BARLEY",1
"10609","MAY",2006,"Frost","Garfield","WA","BARLEY",1
"10610","APR",2013,"Frost","Garfield","WA","BARLEY",1
"10611","MAY",2013,"Frost","Garfield","WA","BARLEY",1
"10612","JUL",2002,"Hail","Garfield","WA","BARLEY",1
"10613","AUG",2004,"Hail","Garfield","WA","BARLEY",1
"10614","JUL",2014,"Hail","Garfield","WA","BARLEY",2
"10615","JUN",2001,"Heat","Garfield","WA","BARLEY",1
"10616","MAY",2001,"Heat","Garfield","WA","BARLEY",1
"10617","JUL",2002,"Heat","Garfield","WA","BARLEY",1
"10618","JUN",2002,"Heat","Garfield","WA","BARLEY",1
"10619","MAY",2002,"Heat","Garfield","WA","BARLEY",1
"10620","JUL",2003,"Heat","Garfield","WA","BARLEY",1
"10621","JUN",2003,"Heat","Garfield","WA","BARLEY",1
"10622","JUL",2004,"Heat","Garfield","WA","BARLEY",1
"10623","JUN",2005,"Heat","Garfield","WA","BARLEY",1
"10624","MAY",2005,"Heat","Garfield","WA","BARLEY",1
"10625","JUL",2006,"Heat","Garfield","WA","BARLEY",1
"10626","JUN",2006,"Heat","Garfield","WA","BARLEY",2
"10627","MAY",2006,"Heat","Garfield","WA","BARLEY",1
"10628","JUN",2007,"Heat","Garfield","WA","BARLEY",1
"10629","MAY",2007,"Heat","Garfield","WA","BARLEY",1
"10630","JUN",2008,"Heat","Garfield","WA","BARLEY",2
"10631","MAY",2008,"Heat","Garfield","WA","BARLEY",1
"10632","JUN",2010,"Heat","Garfield","WA","BARLEY",1
"10633","MAY",2013,"Heat","Garfield","WA","BARLEY",1
"10634","JUN",2014,"Heat","Garfield","WA","BARLEY",1
"10635","APR",2015,"Heat","Garfield","WA","BARLEY",1
"10636","JUN",2015,"Heat","Garfield","WA","BARLEY",2
"10637","JUL",2010,"Wind/Excess Wind","Garfield","WA","BARLEY",1
"10638","APR",2011,"Cold Wet Weather","Grant","WA","BARLEY",1
"10639","MAY",2011,"Cold Wet Weather","Grant","WA","BARLEY",1
"10640","AUG",1993,"Cold Winter","Grant","WA","BARLEY",1
"10641","MAR",1993,"Cold Winter","Grant","WA","BARLEY",1
"10642","APR",1991,"Drought","Grant","WA","BARLEY",1
"10643","DEC",1991,"Drought","Grant","WA","BARLEY",1
"10644","OCT",1991,"Drought","Grant","WA","BARLEY",1
"10645","SEP",1991,"Drought","Grant","WA","BARLEY",2
"10646","AUG",1992,"Drought","Grant","WA","BARLEY",1
"10647","JUN",1992,"Drought","Grant","WA","BARLEY",1
"10648","MAY",1992,"Drought","Grant","WA","BARLEY",3
"10649","AUG",1999,"Drought","Grant","WA","BARLEY",1
"10650","JUN",1999,"Drought","Grant","WA","BARLEY",1
"10651","JUN",2000,"Drought","Grant","WA","BARLEY",1
"10652","JUL",2001,"Drought","Grant","WA","BARLEY",1
"10653","JUN",2001,"Drought","Grant","WA","BARLEY",1
"10654","SEP",2001,"Drought","Grant","WA","BARLEY",1
"10655","JUN",2002,"Drought","Grant","WA","BARLEY",1
"10656","MAY",2002,"Drought","Grant","WA","BARLEY",1
"10657","SEP",2002,"Drought","Grant","WA","BARLEY",1
"10658","JUL",2003,"Drought","Grant","WA","BARLEY",1
"10659","JUN",2003,"Drought","Grant","WA","BARLEY",1
"10660","OCT",2003,"Drought","Grant","WA","BARLEY",1
"10661","AUG",2004,"Drought","Grant","WA","BARLEY",1
"10662","MAY",2004,"Drought","Grant","WA","BARLEY",1
"10663","JUN",2006,"Drought","Grant","WA","BARLEY",1
"10664","JUL",2010,"Drought","Grant","WA","BARLEY",1
"10665","JUL",2014,"Drought","Grant","WA","BARLEY",1
"10666","JUN",2014,"Drought","Grant","WA","BARLEY",1
"10667","APR",1996,"Excess Moisture/Precip/Rain","Grant","WA","BARLEY",1
"10668","SEP",1992,"Freeze","Grant","WA","BARLEY",1
"10669","MAY",2005,"Freeze","Grant","WA","BARLEY",1
"10670","AUG",1991,"Frost","Grant","WA","BARLEY",1
"10671","JUN",1991,"Frost","Grant","WA","BARLEY",1
"10672","JUN",1992,"Frost","Grant","WA","BARLEY",1
"10673","MAY",1992,"Frost","Grant","WA","BARLEY",2
"10674","JUN",2002,"Frost","Grant","WA","BARLEY",1
"10675","JUL",2010,"Frost","Grant","WA","BARLEY",1
"10676","MAY",2012,"Frost","Grant","WA","BARLEY",1
"10677","APR",2015,"Frost","Grant","WA","BARLEY",1
"10678","OCT",1991,"Heat","Grant","WA","BARLEY",1
"10679","SEP",1991,"Heat","Grant","WA","BARLEY",1
"10680","MAY",2006,"Heat","Grant","WA","BARLEY",1
"10681","JUN",2015,"Heat","Grant","WA","BARLEY",2
"10682","APR",2013,"Hot Wind","Grant","WA","BARLEY",1
"10702","APR",1991,"Cold Wet Weather","Lincoln","WA","BARLEY",1
"10703","MAY",1999,"Cold Wet Weather","Lincoln","WA","BARLEY",1
"10704","MAY",2011,"Cold Wet Weather","Lincoln","WA","BARLEY",1
"10705","SEP",2005,"Decline in Price","Lincoln","WA","BARLEY",1
"10706","AUG",2009,"Decline in Price","Lincoln","WA","BARLEY",1
"10707","AUG",2013,"Decline in Price","Lincoln","WA","BARLEY",1
"10708","OCT",2013,"Decline in Price","Lincoln","WA","BARLEY",1
"10709","SEP",2013,"Decline in Price","Lincoln","WA","BARLEY",1
"10710","AUG",2014,"Decline in Price","Lincoln","WA","BARLEY",1
"10711","MAY",2014,"Decline in Price","Lincoln","WA","BARLEY",1
"10712","SEP",2014,"Decline in Price","Lincoln","WA","BARLEY",1
"10713","AUG",2015,"Decline in Price","Lincoln","WA","BARLEY",1
"10714","SEP",2015,"Decline in Price","Lincoln","WA","BARLEY",1
"10715","APR",1989,"Drought","Lincoln","WA","BARLEY",1
"10716","FEB",1989,"Drought","Lincoln","WA","BARLEY",1
"10717","JUL",1989,"Drought","Lincoln","WA","BARLEY",1
"10718","JUN",1989,"Drought","Lincoln","WA","BARLEY",1
"10719","MAR",1989,"Drought","Lincoln","WA","BARLEY",1
"10720","MAY",1989,"Drought","Lincoln","WA","BARLEY",1
"10721","NOV",1989,"Drought","Lincoln","WA","BARLEY",1
"10722","OCT",1989,"Drought","Lincoln","WA","BARLEY",1
"10723","SEP",1989,"Drought","Lincoln","WA","BARLEY",1
"10724","APR",1990,"Drought","Lincoln","WA","BARLEY",1
"10725","AUG",1990,"Drought","Lincoln","WA","BARLEY",1
"10726","JAN",1990,"Drought","Lincoln","WA","BARLEY",1
"10727","JUL",1990,"Drought","Lincoln","WA","BARLEY",1
"10728","JUN",1990,"Drought","Lincoln","WA","BARLEY",1
"10729","MAY",1990,"Drought","Lincoln","WA","BARLEY",1
"10730","NOV",1990,"Drought","Lincoln","WA","BARLEY",1
"10731","OCT",1990,"Drought","Lincoln","WA","BARLEY",2
"10732","SEP",1990,"Drought","Lincoln","WA","BARLEY",1
"10733","DEC",1991,"Drought","Lincoln","WA","BARLEY",1
"10734","JUN",1991,"Drought","Lincoln","WA","BARLEY",1
"10735","OCT",1991,"Drought","Lincoln","WA","BARLEY",1
"10736","SEP",1991,"Drought","Lincoln","WA","BARLEY",2
"10737","AUG",1992,"Drought","Lincoln","WA","BARLEY",1
"10738","JUL",1992,"Drought","Lincoln","WA","BARLEY",1
"10739","JUN",1992,"Drought","Lincoln","WA","BARLEY",2
"10740","MAY",1992,"Drought","Lincoln","WA","BARLEY",2
"10741","OCT",1992,"Drought","Lincoln","WA","BARLEY",1
"10742","APR",1994,"Drought","Lincoln","WA","BARLEY",1
"10743","AUG",1994,"Drought","Lincoln","WA","BARLEY",1
"10744","JUL",1994,"Drought","Lincoln","WA","BARLEY",1
"10745","JUN",1994,"Drought","Lincoln","WA","BARLEY",1
"10746","MAY",1994,"Drought","Lincoln","WA","BARLEY",1
"10747","OCT",1994,"Drought","Lincoln","WA","BARLEY",1
"10748","JUN",1999,"Drought","Lincoln","WA","BARLEY",1
"10749","JUN",2000,"Drought","Lincoln","WA","BARLEY",2
"10750","AUG",2001,"Drought","Lincoln","WA","BARLEY",2
"10751","DEC",2001,"Drought","Lincoln","WA","BARLEY",2
"10752","JAN",2001,"Drought","Lincoln","WA","BARLEY",1
"10753","JUL",2001,"Drought","Lincoln","WA","BARLEY",2
"10754","JUN",2001,"Drought","Lincoln","WA","BARLEY",2
"10755","MAY",2001,"Drought","Lincoln","WA","BARLEY",2
"10756","NOV",2001,"Drought","Lincoln","WA","BARLEY",2
"10757","OCT",2001,"Drought","Lincoln","WA","BARLEY",2
"10758","SEP",2001,"Drought","Lincoln","WA","BARLEY",2
"10759","AUG",2002,"Drought","Lincoln","WA","BARLEY",2
"10760","DEC",2002,"Drought","Lincoln","WA","BARLEY",2
"10761","JUL",2002,"Drought","Lincoln","WA","BARLEY",2
"10762","JUN",2002,"Drought","Lincoln","WA","BARLEY",2
"10763","MAY",2002,"Drought","Lincoln","WA","BARLEY",1
"10764","NOV",2002,"Drought","Lincoln","WA","BARLEY",1
"10765","OCT",2002,"Drought","Lincoln","WA","BARLEY",2
"10766","SEP",2002,"Drought","Lincoln","WA","BARLEY",2
"10767","AUG",2003,"Drought","Lincoln","WA","BARLEY",2
"10768","JUL",2003,"Drought","Lincoln","WA","BARLEY",2
"10769","JUN",2003,"Drought","Lincoln","WA","BARLEY",2
"10770","MAY",2003,"Drought","Lincoln","WA","BARLEY",1
"10771","NOV",2003,"Drought","Lincoln","WA","BARLEY",2
"10772","OCT",2003,"Drought","Lincoln","WA","BARLEY",2
"10773","SEP",2003,"Drought","Lincoln","WA","BARLEY",2
"10774","APR",2004,"Drought","Lincoln","WA","BARLEY",1
"10775","AUG",2004,"Drought","Lincoln","WA","BARLEY",2
"10776","MAY",2004,"Drought","Lincoln","WA","BARLEY",2
"10777","NOV",2004,"Drought","Lincoln","WA","BARLEY",2
"10778","OCT",2004,"Drought","Lincoln","WA","BARLEY",2
"10779","SEP",2004,"Drought","Lincoln","WA","BARLEY",2
"10780","JUL",2005,"Drought","Lincoln","WA","BARLEY",1
"10781","JUN",2005,"Drought","Lincoln","WA","BARLEY",2
"10782","MAY",2005,"Drought","Lincoln","WA","BARLEY",2
"10783","JUL",2007,"Drought","Lincoln","WA","BARLEY",1
"10784","JUN",2007,"Drought","Lincoln","WA","BARLEY",2
"10785","MAY",2007,"Drought","Lincoln","WA","BARLEY",1
"10786","APR",2008,"Drought","Lincoln","WA","BARLEY",2
"10787","AUG",2008,"Drought","Lincoln","WA","BARLEY",1
"10788","JAN",2008,"Drought","Lincoln","WA","BARLEY",1
"10789","JUL",2008,"Drought","Lincoln","WA","BARLEY",2
"10790","JUN",2008,"Drought","Lincoln","WA","BARLEY",2
"10791","MAR",2008,"Drought","Lincoln","WA","BARLEY",1
"10792","MAY",2008,"Drought","Lincoln","WA","BARLEY",2
"10793","AUG",2009,"Drought","Lincoln","WA","BARLEY",1
"10794","JUN",2009,"Drought","Lincoln","WA","BARLEY",1
"10795","JUL",2011,"Drought","Lincoln","WA","BARLEY",1
"10796","JUN",2012,"Drought","Lincoln","WA","BARLEY",1
"10797","MAY",2012,"Drought","Lincoln","WA","BARLEY",1
"10798","APR",2013,"Drought","Lincoln","WA","BARLEY",1
"10799","AUG",2014,"Drought","Lincoln","WA","BARLEY",1
"10800","JUL",2014,"Drought","Lincoln","WA","BARLEY",3
"10801","JUN",2014,"Drought","Lincoln","WA","BARLEY",3
"10802","MAR",2014,"Drought","Lincoln","WA","BARLEY",1
"10803","MAY",2014,"Drought","Lincoln","WA","BARLEY",2
"10804","APR",2015,"Drought","Lincoln","WA","BARLEY",2
"10805","JAN",2015,"Drought","Lincoln","WA","BARLEY",1
"10806","JUL",2015,"Drought","Lincoln","WA","BARLEY",2
"10807","JUN",2015,"Drought","Lincoln","WA","BARLEY",3
"10808","MAY",2015,"Drought","Lincoln","WA","BARLEY",2
"10809","APR",1997,"Excess Moisture/Precip/Rain","Lincoln","WA","BARLEY",1
"10810","JUN",1997,"Excess Moisture/Precip/Rain","Lincoln","WA","BARLEY",1
"10811","MAY",1997,"Excess Moisture/Precip/Rain","Lincoln","WA","BARLEY",1
"10812","MAY",2001,"Excess Moisture/Precip/Rain","Lincoln","WA","BARLEY",1
"10813","JUN",2006,"Excess Moisture/Precip/Rain","Lincoln","WA","BARLEY",1
"10814","MAY",2011,"Excess Moisture/Precip/Rain","Lincoln","WA","BARLEY",1
"10815","MAR",2012,"Excess Moisture/Precip/Rain","Lincoln","WA","BARLEY",1
"10816","JUN",2014,"Excess Moisture/Precip/Rain","Lincoln","WA","BARLEY",1
"10817","MAY",1992,"Failure Irrig Supply","Lincoln","WA","BARLEY",1
"10818","FEB",1989,"Freeze","Lincoln","WA","BARLEY",1
"10819","DEC",1991,"Freeze","Lincoln","WA","BARLEY",2
"10820","JAN",1991,"Freeze","Lincoln","WA","BARLEY",1
"10821","APR",1992,"Freeze","Lincoln","WA","BARLEY",1
"10822","AUG",1992,"Freeze","Lincoln","WA","BARLEY",1
"10823","JUL",1992,"Freeze","Lincoln","WA","BARLEY",1
"10824","MAY",1992,"Freeze","Lincoln","WA","BARLEY",2
"10825","JUN",1994,"Freeze","Lincoln","WA","BARLEY",1
"10826","JAN",2001,"Freeze","Lincoln","WA","BARLEY",1
"10827","MAY",2001,"Freeze","Lincoln","WA","BARLEY",1
"10828","AUG",2004,"Freeze","Lincoln","WA","BARLEY",1
"10829","JUN",2008,"Freeze","Lincoln","WA","BARLEY",1
"10830","MAY",2008,"Freeze","Lincoln","WA","BARLEY",1
"10831","JUL",1991,"Frost","Lincoln","WA","BARLEY",1
"10832","JUN",1991,"Frost","Lincoln","WA","BARLEY",1
"10833","SEP",1991,"Frost","Lincoln","WA","BARLEY",1
"10834","APR",1992,"Frost","Lincoln","WA","BARLEY",1
"10835","MAY",1992,"Frost","Lincoln","WA","BARLEY",1
"10836","JUL",1994,"Frost","Lincoln","WA","BARLEY",1
"10837","JUN",1994,"Frost","Lincoln","WA","BARLEY",1
"10838","JUN",2001,"Frost","Lincoln","WA","BARLEY",1
"10839","AUG",2002,"Frost","Lincoln","WA","BARLEY",1
"10840","JUL",2002,"Frost","Lincoln","WA","BARLEY",1
"10841","JUN",2002,"Frost","Lincoln","WA","BARLEY",1
"10842","MAY",2002,"Frost","Lincoln","WA","BARLEY",1
"10843","SEP",2002,"Frost","Lincoln","WA","BARLEY",1
"10844","AUG",2003,"Frost","Lincoln","WA","BARLEY",1
"10845","MAY",2003,"Frost","Lincoln","WA","BARLEY",1
"10846","AUG",2004,"Frost","Lincoln","WA","BARLEY",1
"10847","JUN",2007,"Frost","Lincoln","WA","BARLEY",1
"10848","JUN",2008,"Frost","Lincoln","WA","BARLEY",1
"10849","JUN",2011,"Frost","Lincoln","WA","BARLEY",1
"10850","MAY",2012,"Frost","Lincoln","WA","BARLEY",1
"10851","APR",2013,"Frost","Lincoln","WA","BARLEY",1
"10852","JUN",2013,"Frost","Lincoln","WA","BARLEY",1
"10853","JUN",2015,"Frost","Lincoln","WA","BARLEY",1
"10854","AUG",1996,"Hail","Lincoln","WA","BARLEY",1
"10855","JUL",1998,"Hail","Lincoln","WA","BARLEY",1
"10856","NOV",1999,"Hail","Lincoln","WA","BARLEY",1
"10857","DEC",2001,"Hail","Lincoln","WA","BARLEY",1
"10858","NOV",2001,"Hail","Lincoln","WA","BARLEY",1
"10859","OCT",2001,"Hail","Lincoln","WA","BARLEY",1
"10860","AUG",2004,"Hail","Lincoln","WA","BARLEY",2
"10861","JUL",2005,"Hail","Lincoln","WA","BARLEY",1
"10862","AUG",2007,"Hail","Lincoln","WA","BARLEY",1
"10863","AUG",2014,"Hail","Lincoln","WA","BARLEY",2
"10864","JUL",2014,"Hail","Lincoln","WA","BARLEY",2
"10865","JUN",1989,"Heat","Lincoln","WA","BARLEY",1
"10866","AUG",1990,"Heat","Lincoln","WA","BARLEY",1
"10867","JUL",1990,"Heat","Lincoln","WA","BARLEY",1
"10868","JUN",1990,"Heat","Lincoln","WA","BARLEY",1
"10869","SEP",1990,"Heat","Lincoln","WA","BARLEY",1
"10870","OCT",1991,"Heat","Lincoln","WA","BARLEY",1
"10871","SEP",1991,"Heat","Lincoln","WA","BARLEY",1
"10872","JUL",1994,"Heat","Lincoln","WA","BARLEY",1
"10873","JUN",1994,"Heat","Lincoln","WA","BARLEY",1
"10874","JUL",1996,"Heat","Lincoln","WA","BARLEY",1
"10875","JUN",1996,"Heat","Lincoln","WA","BARLEY",1
"10876","AUG",1998,"Heat","Lincoln","WA","BARLEY",1
"10877","JUL",1998,"Heat","Lincoln","WA","BARLEY",1
"10878","JUN",1998,"Heat","Lincoln","WA","BARLEY",1
"10879","MAY",1998,"Heat","Lincoln","WA","BARLEY",1
"10880","MAY",2002,"Heat","Lincoln","WA","BARLEY",2
"10881","NOV",2002,"Heat","Lincoln","WA","BARLEY",1
"10882","SEP",2002,"Heat","Lincoln","WA","BARLEY",1
"10883","JUN",2003,"Heat","Lincoln","WA","BARLEY",1
"10884","OCT",2003,"Heat","Lincoln","WA","BARLEY",1
"10885","SEP",2003,"Heat","Lincoln","WA","BARLEY",2
"10886","AUG",2004,"Heat","Lincoln","WA","BARLEY",1
"10887","JUN",2004,"Heat","Lincoln","WA","BARLEY",1
"10888","JUL",2005,"Heat","Lincoln","WA","BARLEY",1
"10889","MAY",2006,"Heat","Lincoln","WA","BARLEY",1
"10890","JUL",2007,"Heat","Lincoln","WA","BARLEY",2
"10891","JUN",2007,"Heat","Lincoln","WA","BARLEY",2
"10892","MAY",2007,"Heat","Lincoln","WA","BARLEY",1
"10893","JUL",2008,"Heat","Lincoln","WA","BARLEY",1
"10894","JUL",2010,"Heat","Lincoln","WA","BARLEY",1
"10895","JUL",2012,"Heat","Lincoln","WA","BARLEY",1
"10896","MAY",2012,"Heat","Lincoln","WA","BARLEY",1
"10897","JUN",2013,"Heat","Lincoln","WA","BARLEY",1
"10898","MAY",2013,"Heat","Lincoln","WA","BARLEY",1
"10899","JUL",2014,"Heat","Lincoln","WA","BARLEY",2
"10900","JUN",2014,"Heat","Lincoln","WA","BARLEY",1
"10901","JUL",2015,"Heat","Lincoln","WA","BARLEY",3
"10902","JUN",2015,"Heat","Lincoln","WA","BARLEY",2
"10903","JUN",1994,"Insects","Lincoln","WA","BARLEY",1
"10904","JUL",2002,"Insects","Lincoln","WA","BARLEY",1
"10905","JUN",1995,"Plant Disease","Lincoln","WA","BARLEY",1
"10915","MAY",2011,"Cold Wet Weather","Spokane","WA","BARLEY",2
"10916","APR",2012,"Cold Wet Weather","Spokane","WA","BARLEY",1
"10917","MAY",2012,"Cold Wet Weather","Spokane","WA","BARLEY",1
"10918","JUL",2013,"Decline in Price","Spokane","WA","BARLEY",2
"10919","SEP",2013,"Decline in Price","Spokane","WA","BARLEY",1
"10920","OCT",2014,"Decline in Price","Spokane","WA","BARLEY",1
"10921","SEP",2014,"Decline in Price","Spokane","WA","BARLEY",1
"10922","AUG",2015,"Decline in Price","Spokane","WA","BARLEY",1
"10923","SEP",2015,"Decline in Price","Spokane","WA","BARLEY",1
"10924","JAN",2001,"Drought","Spokane","WA","BARLEY",1
"10925","JUN",2001,"Drought","Spokane","WA","BARLEY",1
"10926","MAY",2001,"Drought","Spokane","WA","BARLEY",2
"10927","NOV",2001,"Drought","Spokane","WA","BARLEY",1
"10928","OCT",2001,"Drought","Spokane","WA","BARLEY",1
"10929","SEP",2001,"Drought","Spokane","WA","BARLEY",1
"10930","SEP",2002,"Drought","Spokane","WA","BARLEY",1
"10931","JUL",2003,"Drought","Spokane","WA","BARLEY",1
"10932","JUN",2003,"Drought","Spokane","WA","BARLEY",2
"10933","OCT",2003,"Drought","Spokane","WA","BARLEY",1
"10934","SEP",2003,"Drought","Spokane","WA","BARLEY",1
"10935","DEC",2004,"Drought","Spokane","WA","BARLEY",1
"10936","JUL",2005,"Drought","Spokane","WA","BARLEY",1
"10937","JUN",2005,"Drought","Spokane","WA","BARLEY",1
"10938","JUL",2006,"Drought","Spokane","WA","BARLEY",1
"10939","JUN",2006,"Drought","Spokane","WA","BARLEY",1
"10940","JUL",2007,"Drought","Spokane","WA","BARLEY",1
"10941","JUN",2007,"Drought","Spokane","WA","BARLEY",1
"10942","MAY",2007,"Drought","Spokane","WA","BARLEY",1
"10943","AUG",2008,"Drought","Spokane","WA","BARLEY",1
"10944","JUL",2008,"Drought","Spokane","WA","BARLEY",1
"10945","MAY",2008,"Drought","Spokane","WA","BARLEY",1
"10946","JUN",2009,"Drought","Spokane","WA","BARLEY",2
"10947","MAY",2009,"Drought","Spokane","WA","BARLEY",1
"10948","AUG",2013,"Drought","Spokane","WA","BARLEY",1
"10949","OCT",2013,"Drought","Spokane","WA","BARLEY",1
"10950","APR",2014,"Drought","Spokane","WA","BARLEY",1
"10951","FEB",2014,"Drought","Spokane","WA","BARLEY",1
"10952","JUL",2014,"Drought","Spokane","WA","BARLEY",2
"10953","JUN",2014,"Drought","Spokane","WA","BARLEY",2
"10954","MAR",2014,"Drought","Spokane","WA","BARLEY",1
"10955","MAY",2014,"Drought","Spokane","WA","BARLEY",2
"10956","SEP",2014,"Drought","Spokane","WA","BARLEY",1
"10957","APR",2015,"Drought","Spokane","WA","BARLEY",2
"10958","JAN",2015,"Drought","Spokane","WA","BARLEY",1
"10959","JUL",2015,"Drought","Spokane","WA","BARLEY",2
"10960","JUN",2015,"Drought","Spokane","WA","BARLEY",3
"10961","MAY",2015,"Drought","Spokane","WA","BARLEY",3
"10962","OCT",2015,"Drought","Spokane","WA","BARLEY",1
"10963","JUN",2006,"Excess Moisture/Precip/Rain","Spokane","WA","BARLEY",1
"10964","MAY",2008,"Excess Moisture/Precip/Rain","Spokane","WA","BARLEY",1
"10965","APR",2011,"Excess Moisture/Precip/Rain","Spokane","WA","BARLEY",2
"10966","JUN",2011,"Excess Moisture/Precip/Rain","Spokane","WA","BARLEY",1
"10967","MAR",2011,"Excess Moisture/Precip/Rain","Spokane","WA","BARLEY",1
"10968","MAY",2011,"Excess Moisture/Precip/Rain","Spokane","WA","BARLEY",4
"10969","MAR",2012,"Excess Moisture/Precip/Rain","Spokane","WA","BARLEY",1
