"","month","year","damagecause","county","state","commodity","loss","count","meanloss","acres","lossperacres"
"7016","SEP",2009,"Other (Snow-Lightning-Etc.)","Chelan","WA","CHERRIES",271059,1,271059,97.2,2788.6728
"7017","OCT",2012,"Other (Snow-Lightning-Etc.)","Chelan","WA","CHERRIES",29785,1,29785,17.7,1682.7684
"7018","APR",2001,"Plant Disease","Chelan","WA","CHERRIES",5816,1,5816,3.8,1530.5263
"7019","APR",2001,"Wind/Excess Wind","Chelan","WA","CHERRIES",1574.37,1,1574.37,2.107,747.2093
"7020","JUN",2009,"Wind/Excess Wind","Chelan","WA","CHERRIES",54719.5,1,54719.5,13.475,4060.8163
"7021","MAY",2009,"Wind/Excess Wind","Chelan","WA","CHERRIES",1745,2,872.5,5,349
"7022","APR",2010,"Wind/Excess Wind","Chelan","WA","CHERRIES",3503,1,3503,2,1751.5
"7023","JUN",2010,"Wind/Excess Wind","Chelan","WA","CHERRIES",3439.8,1,3439.8,1.12,3071.25
"7024","JUL",2012,"Wind/Excess Wind","Chelan","WA","CHERRIES",83398.84,1,83398.84,32.704,2550.1113
"7025","JUN",2015,"Wind/Excess Wind","Chelan","WA","CHERRIES",12553.4,1,12553.4,27.95,449.1377
"7026","JUL",2009,"Cold Wet Weather","Douglas","WA","CHERRIES",39130,2,19565,21.7,1803.2258
"7027","APR",2010,"Cold Wet Weather","Douglas","WA","CHERRIES",24629.4,3,8209.8,18.409,1337.8999
"7028","JUL",2010,"Cold Wet Weather","Douglas","WA","CHERRIES",4230.2,2,2115.1,3.5,1208.6286
"7029","MAR",2010,"Cold Wet Weather","Douglas","WA","CHERRIES",4001,2,2000.5,5,800.2
"7030","MAY",2010,"Cold Wet Weather","Douglas","WA","CHERRIES",65160,2,32580,61,1068.1967
"7031","APR",2011,"Cold Wet Weather","Douglas","WA","CHERRIES",60741,2,30370.5,33.8,1797.071
"7032","MAY",2011,"Cold Wet Weather","Douglas","WA","CHERRIES",3138.45,1,3138.45,3.577,877.3973
"7033","APR",2012,"Cold Wet Weather","Douglas","WA","CHERRIES",8972.19,1,8972.19,6.112,1467.963
"7034","MAY",2012,"Cold Wet Weather","Douglas","WA","CHERRIES",42612,1,42612,20.5,2078.6341
"7035","APR",2013,"Cold Wet Weather","Douglas","WA","CHERRIES",89491,2,44745.5,33.6,2663.4226
"7036","MAY",2013,"Cold Wet Weather","Douglas","WA","CHERRIES",6509,1,6509,2.5,2603.6
"7037","MAY",2014,"Cold Wet Weather","Douglas","WA","CHERRIES",32476,1,32476,5.8,5599.3103
"7038","APR",2015,"Cold Wet Weather","Douglas","WA","CHERRIES",5605,2,2802.5,8,700.625
"7039","MAY",2015,"Cold Winter","Douglas","WA","CHERRIES",7117,1,7117,6.3,1129.6825
"7040","NOV",2015,"Cold Winter","Douglas","WA","CHERRIES",62888,2,31444,10.3,6105.6311
"7041","APR",2009,"Decline in Price","Douglas","WA","CHERRIES",1592,1,1592,2.5,636.8
"7042","JUL",2009,"Decline in Price","Douglas","WA","CHERRIES",1619499.24,3,539833.08,510.041,3175.2334
"7043","JUN",2009,"Decline in Price","Douglas","WA","CHERRIES",101689.26,2,50844.63,49.399,2058.5287
"7044","NOV",2009,"Decline in Price","Douglas","WA","CHERRIES",35184,1,35184,8.5,4139.2941
"7045","OCT",2009,"Decline in Price","Douglas","WA","CHERRIES",747,1,747,3.8,196.5789
"7046","SEP",2009,"Decline in Price","Douglas","WA","CHERRIES",41728,2,20864,17.8,2344.2697
"7047","SEP",2010,"Decline in Price","Douglas","WA","CHERRIES",1254.6,1,1254.6,7.191,174.4681
"7048","AUG",2012,"Decline in Price","Douglas","WA","CHERRIES",23635.47,1,23635.47,14.25,1658.6295
"7049","JUL",2012,"Decline in Price","Douglas","WA","CHERRIES",27892.8,1,27892.8,39.6,704.3636
"7050","NOV",2012,"Decline in Price","Douglas","WA","CHERRIES",3008,1,3008,13,231.3846
"7051","OCT",2012,"Decline in Price","Douglas","WA","CHERRIES",57976.8,1,57976.8,33.614,1724.7813
"7052","SEP",2012,"Decline in Price","Douglas","WA","CHERRIES",12845,1,12845,14.7,873.8095
"7053","AUG",2014,"Decline in Price","Douglas","WA","CHERRIES",3474.4,1,3474.4,12.64,274.8734
"7054","DEC",2014,"Decline in Price","Douglas","WA","CHERRIES",5115,1,5115,15,341
"7055","JUL",2014,"Decline in Price","Douglas","WA","CHERRIES",25816.45,1,25816.45,15.89,1624.6979
"7056","NOV",2014,"Decline in Price","Douglas","WA","CHERRIES",8685.5,1,8685.5,2.85,3047.5439
"7057","AUG",2015,"Decline in Price","Douglas","WA","CHERRIES",5002,1,5002,7.6,658.1579
"7058","DEC",2015,"Decline in Price","Douglas","WA","CHERRIES",2340,1,2340,3,780
"7059","JUN",2015,"Decline in Price","Douglas","WA","CHERRIES",33938.4,1,33938.4,15.2,2232.7895
"7060","NOV",2015,"Decline in Price","Douglas","WA","CHERRIES",19964,2,9982,15.6,1279.7436
"7061","OCT",2015,"Decline in Price","Douglas","WA","CHERRIES",30435,1,30435,12.1,2515.2893
"7062","SEP",2015,"Decline in Price","Douglas","WA","CHERRIES",589.05,1,589.05,0.9,654.5
"7063","JUN",2001,"Excess Moisture/Precip/Rain","Douglas","WA","CHERRIES",3150,1,3150,1.5,2100
"7064","JUL",2004,"Excess Moisture/Precip/Rain","Douglas","WA","CHERRIES",4964,1,4964,2.7,1838.5185
"7065","JUN",2004,"Excess Moisture/Precip/Rain","Douglas","WA","CHERRIES",14226,1,14226,8.3,1713.9759
"7066","MAR",2005,"Excess Moisture/Precip/Rain","Douglas","WA","CHERRIES",353,1,353,1.6,220.625
"7067","JUN",2006,"Excess Moisture/Precip/Rain","Douglas","WA","CHERRIES",5307,1,5307,5.7,931.0526
"7068","JUN",2009,"Excess Moisture/Precip/Rain","Douglas","WA","CHERRIES",13891.35,2,6945.675,2.93,4741.0751
"7069","APR",2010,"Excess Moisture/Precip/Rain","Douglas","WA","CHERRIES",58927.41,2,29463.705,10.125,5819.9911
"7070","MAY",2010,"Excess Moisture/Precip/Rain","Douglas","WA","CHERRIES",2199.8,3,733.266666666667,3.2,687.4375
"7071","JUL",2011,"Excess Moisture/Precip/Rain","Douglas","WA","CHERRIES",4963,1,4963,5,992.6
"7072","JUN",2011,"Excess Moisture/Precip/Rain","Douglas","WA","CHERRIES",1214,1,1214,3.2,379.375
"7073","APR",2012,"Excess Moisture/Precip/Rain","Douglas","WA","CHERRIES",55505.2,1,55505.2,22.64,2451.6431
"7074","JUL",2012,"Excess Moisture/Precip/Rain","Douglas","WA","CHERRIES",244108.12,2,122054.06,65.58,3722.2952
"7075","JUN",2012,"Excess Moisture/Precip/Rain","Douglas","WA","CHERRIES",39958,2,19979,10.7,3734.3925
"7076","JUL",2013,"Excess Moisture/Precip/Rain","Douglas","WA","CHERRIES",26835.93,1,26835.93,13.365,2007.9259
"7077","JUN",2013,"Excess Moisture/Precip/Rain","Douglas","WA","CHERRIES",791671.17,3,263890.39,214.525,3690.3446
"7078","MAY",2013,"Excess Moisture/Precip/Rain","Douglas","WA","CHERRIES",9375.6,1,9375.6,3,3125.2
"7079","JUN",2014,"Excess Moisture/Precip/Rain","Douglas","WA","CHERRIES",1505.75,1,1505.75,8.21,183.4044
"7080","APR",2015,"Excess Moisture/Precip/Rain","Douglas","WA","CHERRIES",31433.22,2,15716.61,11.7,2686.6
"7081","JUN",2015,"Excess Moisture/Precip/Rain","Douglas","WA","CHERRIES",17114,1,17114,23.5,728.2553
"7082","MAY",2015,"Excess Moisture/Precip/Rain","Douglas","WA","CHERRIES",140940.2,1,140940.2,41.72,3378.2407
"7083","SEP",2002,"Freeze","Douglas","WA","CHERRIES",9810,1,9810,7.2,1362.5
"7084","APR",2007,"Freeze","Douglas","WA","CHERRIES",6532,1,6532,19.2,340.2083
"7085","APR",2008,"Freeze","Douglas","WA","CHERRIES",35181,1,35181,15.8,2226.6456
"7086","APR",2010,"Freeze","Douglas","WA","CHERRIES",138675.2,3,46225.0666666667,67.8,2045.3569
"7087","JUL",2010,"Freeze","Douglas","WA","CHERRIES",38071.8,2,19035.9,31.5,1208.6286
"7088","MAY",2010,"Freeze","Douglas","WA","CHERRIES",83499.8,2,41749.9,20.34,4105.2016
"7089","APR",2011,"Freeze","Douglas","WA","CHERRIES",25287.5,1,25287.5,23,1099.4565
"7090","FEB",2011,"Freeze","Douglas","WA","CHERRIES",3146,1,3146,11.3,278.4071
"7091","MAY",2011,"Freeze","Douglas","WA","CHERRIES",3266.55,1,3266.55,3.723,877.3973
"7092","NOV",2011,"Freeze","Douglas","WA","CHERRIES",48858.3,1,48858.3,19.8,2467.5909
"7093","APR",2013,"Freeze","Douglas","WA","CHERRIES",35472,1,35472,17.9,1981.676
"7094","MAR",2013,"Freeze","Douglas","WA","CHERRIES",19268.4,1,19268.4,6,3211.4
"7095","APR",2014,"Freeze","Douglas","WA","CHERRIES",8685.5,1,8685.5,2.85,3047.5439
"7096","APR",2015,"Freeze","Douglas","WA","CHERRIES",205341,2,102670.5,110.5,1858.2896
"7097","APR",2002,"Frost","Douglas","WA","CHERRIES",21380,1,21380,10,2138
"7098","MAY",2002,"Frost","Douglas","WA","CHERRIES",12000,1,12000,15,800
"7099","APR",2003,"Frost","Douglas","WA","CHERRIES",25599,1,25599,13,1969.1538
"7100","DEC",2003,"Frost","Douglas","WA","CHERRIES",12291,1,12291,7.2,1707.0833
"7101","APR",2005,"Frost","Douglas","WA","CHERRIES",19467,1,19467,9,2163
"7102","MAR",2005,"Frost","Douglas","WA","CHERRIES",14739,1,14739,8.3,1775.7831
"7103","APR",2007,"Frost","Douglas","WA","CHERRIES",46620.5,2,23310.25,23.43,1989.7781
"7104","MAY",2007,"Frost","Douglas","WA","CHERRIES",5257,1,5257,3.3,1593.0303
"7105","MAY",2009,"Frost","Douglas","WA","CHERRIES",33277.6,3,11092.5333333333,14.76,2254.5799
"7106","APR",2010,"Frost","Douglas","WA","CHERRIES",214419.88,3,71473.2933333333,94.196,2276.3162
"7107","JUN",2010,"Frost","Douglas","WA","CHERRIES",6503,2,3251.5,52.4,124.1031
"7108","MAR",2010,"Frost","Douglas","WA","CHERRIES",108743.6,2,54371.8,49.6,2192.4113
"7109","APR",2011,"Frost","Douglas","WA","CHERRIES",68803.2,1,68803.2,29,2372.5241
"7110","FEB",2011,"Frost","Douglas","WA","CHERRIES",152,1,152,2.3,66.087
"7111","MAY",2011,"Frost","Douglas","WA","CHERRIES",2455,1,2455,1.1,2231.8182
"7112","APR",2012,"Frost","Douglas","WA","CHERRIES",39566.1,2,19783.05,14.77,2678.8152
"7113","APR",2013,"Frost","Douglas","WA","CHERRIES",250301.5,2,125150.75,167.41,1495.1407
"7114","MAR",2015,"Frost","Douglas","WA","CHERRIES",10643.78,2,5321.89,13.3,800.2842
"7115","NOV",2015,"Frost","Douglas","WA","CHERRIES",37051,1,37051,15.5,2390.3871
"7116","MAY",2004,"Hail","Douglas","WA","CHERRIES",9574,1,9574,7.2,1329.7222
"7117","JUL",2012,"Hail","Douglas","WA","CHERRIES",70689.98,2,35344.99,42.336,1669.7369
"7118","MAY",2013,"Hail","Douglas","WA","CHERRIES",6250.4,1,6250.4,2,3125.2
"7119","JUL",2009,"Heat","Douglas","WA","CHERRIES",77345.45,2,38672.725,20.41,3789.586
"7120","APR",2012,"Heat","Douglas","WA","CHERRIES",71.54,1,71.54,3.038,23.5484
"7121","JUL",2012,"Heat","Douglas","WA","CHERRIES",62593.3,2,31296.65,24.71,2533.1161
"7122","JUL",2014,"Heat","Douglas","WA","CHERRIES",4829.4,2,2414.7,6.56,736.189
"7123","JUL",2015,"Heat","Douglas","WA","CHERRIES",238428,1,238428,98.7,2415.6839
"7124","JUN",2015,"Heat","Douglas","WA","CHERRIES",92374.35,2,46187.175,30.68,3010.898
"7125","JUL",2009,"Other (Snow-Lightning-Etc.)","Douglas","WA","CHERRIES",110303,3,36767.6666666667,39.6,2785.4293
"7126","JUN",2009,"Other (Snow-Lightning-Etc.)","Douglas","WA","CHERRIES",7290.65,2,3645.325,1.47,4959.6259
"7127","JUL",2014,"Plant Disease","Douglas","WA","CHERRIES",69977,1,69977,12.8,5466.9531
"7128","JUN",2015,"Plant Disease","Douglas","WA","CHERRIES",16950,1,16950,4.3,3941.8605
"7129","JUN",2007,"Wildlife","Douglas","WA","CHERRIES",1190.5,1,1190.5,0.5,2381
"7130","JUN",2005,"Wind/Excess Wind","Douglas","WA","CHERRIES",2163,1,2163,1,2163
"7131","APR",2007,"Wind/Excess Wind","Douglas","WA","CHERRIES",2462,1,2462,1.22,2018.0328
"7132","JUL",2009,"Wind/Excess Wind","Douglas","WA","CHERRIES",52460.95,3,17486.9833333333,12.84,4085.7438
"7133","JUN",2009,"Wind/Excess Wind","Douglas","WA","CHERRIES",21944.5,1,21944.5,3.45,6360.7246
"7134","APR",2010,"Wind/Excess Wind","Douglas","WA","CHERRIES",8650.11,1,8650.11,2.499,3461.4286
"7135","JUN",2010,"Wind/Excess Wind","Douglas","WA","CHERRIES",16315.2,2,8157.6,6.74,2420.6528
"7136","JUL",2012,"Wind/Excess Wind","Douglas","WA","CHERRIES",3966.5,1,3966.5,1.45,2735.5172
"7137","APR",2001,"Cold Wet Weather","Franklin","WA","CHERRIES",6134,1,6134,5,1226.8
"7138","JAN",2004,"Cold Wet Weather","Franklin","WA","CHERRIES",29070.8,1,29070.8,13.44,2163.006
"7139","APR",2005,"Cold Wet Weather","Franklin","WA","CHERRIES",11678,1,11678,16.1,725.3416
"7140","APR",2010,"Cold Wet Weather","Franklin","WA","CHERRIES",37444.8,1,37444.8,66,567.3455
"7141","JUN",2010,"Cold Wet Weather","Franklin","WA","CHERRIES",31098,1,31098,14.6,2130
"7142","MAR",2010,"Cold Wet Weather","Franklin","WA","CHERRIES",175470.7,2,87735.35,51,3440.602
"7143","MAY",2010,"Cold Wet Weather","Franklin","WA","CHERRIES",78465.35,2,39232.675,42.655,1839.5346
"7144","FEB",2011,"Cold Wet Weather","Franklin","WA","CHERRIES",4415,1,4415,8.7,507.4713
"7145","MAR",2011,"Cold Wet Weather","Franklin","WA","CHERRIES",231993.25,2,115996.625,76.875,3017.7984
"7146","APR",2012,"Cold Wet Weather","Franklin","WA","CHERRIES",196326,1,196326,87.75,2237.3333
"7147","JUN",2012,"Cold Wet Weather","Franklin","WA","CHERRIES",61019,1,61019,17.6,3466.9886
"7148","MAR",2012,"Cold Wet Weather","Franklin","WA","CHERRIES",29372,1,29372,8,3671.5
"7149","MAY",2012,"Cold Wet Weather","Franklin","WA","CHERRIES",93475,2,46737.5,62.95,1484.9087
"7150","MAY",2013,"Cold Wet Weather","Franklin","WA","CHERRIES",61754.8,2,30877.4,20.44,3021.272
"7151","APR",2014,"Cold Wet Weather","Franklin","WA","CHERRIES",75298,2,37649,11,6845.2727
"7152","FEB",2011,"Cold Winter","Franklin","WA","CHERRIES",19104.61,1,19104.61,7.742,2467.6582
"7153","DEC",2014,"Cold Winter","Franklin","WA","CHERRIES",12626,1,12626,15.8,799.1139
"7154","AUG",2009,"Decline in Price","Franklin","WA","CHERRIES",103819.6,2,51909.8,16.52,6284.4794
"7155","JUL",2009,"Decline in Price","Franklin","WA","CHERRIES",193331.57,2,96665.785,85.36,2264.8966
"7156","JUN",2009,"Decline in Price","Franklin","WA","CHERRIES",36073.61,2,18036.805,8.174,4413.2138
"7157","MAY",2009,"Decline in Price","Franklin","WA","CHERRIES",90.63,1,90.63,0.07,1294.7143
"7158","OCT",2009,"Decline in Price","Franklin","WA","CHERRIES",5856,1,5856,7.7,760.5195
"7159","SEP",2009,"Decline in Price","Franklin","WA","CHERRIES",33126.39,1,33126.39,7.326,4521.7568
"7160","AUG",2012,"Decline in Price","Franklin","WA","CHERRIES",29685,1,29685,15.8,1878.7975
"7161","OCT",2012,"Decline in Price","Franklin","WA","CHERRIES",30097,1,30097,56.8,529.8768
"7162","SEP",2012,"Decline in Price","Franklin","WA","CHERRIES",4792,1,4792,21,228.1905
"7163","JUL",2013,"Decline in Price","Franklin","WA","CHERRIES",18772,1,18772,6.45,2910.3876
"7164","NOV",2015,"Decline in Price","Franklin","WA","CHERRIES",7716,1,7716,14.5,532.1379
"7165","SEP",2015,"Decline in Price","Franklin","WA","CHERRIES",3624.6,1,3624.6,7.4,489.8108
"7166","JUN",2001,"Excess Moisture/Precip/Rain","Franklin","WA","CHERRIES",56083,2,28041.5,33.6,1669.1369
"7167","JUN",2002,"Excess Moisture/Precip/Rain","Franklin","WA","CHERRIES",153174.75,2,76587.375,81.55,1878.2925
"7168","MAY",2002,"Excess Moisture/Precip/Rain","Franklin","WA","CHERRIES",8949.6,1,8949.6,6.4,1398.375
"7169","AUG",2004,"Excess Moisture/Precip/Rain","Franklin","WA","CHERRIES",9892,2,4946,5.75,1720.3478
"7170","JUN",2004,"Excess Moisture/Precip/Rain","Franklin","WA","CHERRIES",360766.9,2,180383.45,251.05,1437.0321
"7171","MAY",2004,"Excess Moisture/Precip/Rain","Franklin","WA","CHERRIES",149441.2,2,74720.6,93.35,1600.8698
"7172","JUN",2005,"Excess Moisture/Precip/Rain","Franklin","WA","CHERRIES",4597.5,1,4597.5,2.58,1781.9767
"7173","APR",2006,"Excess Moisture/Precip/Rain","Franklin","WA","CHERRIES",69540,1,69540,54.3,1280.663
"7174","JUN",2006,"Excess Moisture/Precip/Rain","Franklin","WA","CHERRIES",385090,2,192545,203.4,1893.2645
"7175","JUN",2007,"Excess Moisture/Precip/Rain","Franklin","WA","CHERRIES",7875,1,7875,8.67,908.3045
"7176","JUN",2009,"Excess Moisture/Precip/Rain","Franklin","WA","CHERRIES",61579,1,61579,44.4,1386.9144
"7177","JUN",2010,"Excess Moisture/Precip/Rain","Franklin","WA","CHERRIES",32817.6,1,32817.6,15.18,2161.8972
"7178","MAY",2010,"Excess Moisture/Precip/Rain","Franklin","WA","CHERRIES",68630.3,1,68630.3,15,4575.3533
"7179","JUN",2012,"Excess Moisture/Precip/Rain","Franklin","WA","CHERRIES",57971,2,28985.5,93.7,618.6873
"7180","APR",2013,"Excess Moisture/Precip/Rain","Franklin","WA","CHERRIES",10024.35,2,5012.175,8.505,1178.642
"7181","JUN",2013,"Excess Moisture/Precip/Rain","Franklin","WA","CHERRIES",227961.4,3,75987.1333333333,88.1595,2585.7837
"7182","MAY",2013,"Excess Moisture/Precip/Rain","Franklin","WA","CHERRIES",461868.1,3,153956.033333333,130.133,3549.2004
"7183","JUN",2014,"Excess Moisture/Precip/Rain","Franklin","WA","CHERRIES",34397,1,34397,39.8,864.2462
"7184","MAY",2015,"Excess Moisture/Precip/Rain","Franklin","WA","CHERRIES",53428,1,53428,12,4452.3333
"7185","APR",2002,"Freeze","Franklin","WA","CHERRIES",2491,1,2491,7.6,327.7632
"7186","MAY",2002,"Freeze","Franklin","WA","CHERRIES",3267,1,3267,14,233.3571
"7187","APR",2003,"Freeze","Franklin","WA","CHERRIES",12685,1,12685,6.3,2013.4921
"7188","MAY",2003,"Freeze","Franklin","WA","CHERRIES",2824,1,2824,16,176.5
"7189","APR",2004,"Freeze","Franklin","WA","CHERRIES",8028,1,8028,28,286.7143
"7190","APR",2005,"Freeze","Franklin","WA","CHERRIES",7768,2,3884,29.4,264.2177
"7191","JAN",2005,"Freeze","Franklin","WA","CHERRIES",5383.2,1,5383.2,6.78,793.9823
"7192","APR",2007,"Freeze","Franklin","WA","CHERRIES",232678.8,2,116339.4,148.84,1563.2814
"7193","MAR",2007,"Freeze","Franklin","WA","CHERRIES",44731.4,2,22365.7,29.12,1536.1058
"7194","APR",2008,"Freeze","Franklin","WA","CHERRIES",419287,2,209643.5,218.88,1915.6022
"7195","APR",2010,"Freeze","Franklin","WA","CHERRIES",173382,3,57794,95.2,1821.2395
"7196","JUN",2010,"Freeze","Franklin","WA","CHERRIES",19012,1,19012,5.3,3587.1698
"7197","MAR",2010,"Freeze","Franklin","WA","CHERRIES",78536.9,2,39268.45,33.21,2364.857
"7198","MAY",2010,"Freeze","Franklin","WA","CHERRIES",38728.95,3,12909.65,11.658,3322.0921
"7199","APR",2011,"Freeze","Franklin","WA","CHERRIES",332403,2,166201.5,113.4,2931.2434
"7200","NOV",2011,"Freeze","Franklin","WA","CHERRIES",113195.75,1,113195.75,46.125,2454.1084
"7201","APR",2013,"Freeze","Franklin","WA","CHERRIES",502264.7,2,251132.35,178.227,2818.1179
"7202","MAR",2013,"Freeze","Franklin","WA","CHERRIES",372942.1,2,186471.05,108.27,3444.5562
"7203","APR",2014,"Freeze","Franklin","WA","CHERRIES",8270,1,8270,3.2,2584.375
"7204","MAR",2014,"Freeze","Franklin","WA","CHERRIES",133020,2,66510,60.4,2202.3179
"7205","APR",2002,"Frost","Franklin","WA","CHERRIES",11406,2,5703,28,407.3571
"7206","MAR",2002,"Frost","Franklin","WA","CHERRIES",13880.25,1,13880.25,6.45,2151.9767
"7207","MAY",2002,"Frost","Franklin","WA","CHERRIES",13424.4,1,13424.4,9.6,1398.375
"7208","FEB",2004,"Frost","Franklin","WA","CHERRIES",3056.9,1,3056.9,3.85,794
"7209","APR",2005,"Frost","Franklin","WA","CHERRIES",33871.5,1,33871.5,18.02,1879.6615
"7210","FEB",2005,"Frost","Franklin","WA","CHERRIES",84684,2,42342,41.1,2060.438
"7211","APR",2007,"Frost","Franklin","WA","CHERRIES",33683,1,33683,14.8,2275.8784
"7212","MAR",2007,"Frost","Franklin","WA","CHERRIES",105571.78,1,105571.78,46.49,2270.8492
"7213","APR",2008,"Frost","Franklin","WA","CHERRIES",31551,2,15775.5,18.3,1724.0984
"7214","MAR",2008,"Frost","Franklin","WA","CHERRIES",76342,1,76342,37,2063.2973
"7215","APR",2009,"Frost","Franklin","WA","CHERRIES",9462,1,9462,12,788.5
"7216","MAY",2009,"Frost","Franklin","WA","CHERRIES",7178,1,7178,2,3589
"7217","APR",2010,"Frost","Franklin","WA","CHERRIES",81430.2,2,40715.1,38.1,2137.2756
"7218","MAR",2010,"Frost","Franklin","WA","CHERRIES",350403.4,2,175201.7,168.705,2077.0185
"7219","MAY",2010,"Frost","Franklin","WA","CHERRIES",62031.25,1,62031.25,35.9,1727.89
"7220","APR",2011,"Frost","Franklin","WA","CHERRIES",209184,3,69728,79.5,2631.2453
"7221","FEB",2011,"Frost","Franklin","WA","CHERRIES",19884.39,1,19884.39,8.058,2467.6582
"7222","MAR",2011,"Frost","Franklin","WA","CHERRIES",51316,1,51316,20.5,2503.2195
"7223","NOV",2011,"Frost","Franklin","WA","CHERRIES",35347,1,35347,12,2945.5833
"7224","MAR",2012,"Frost","Franklin","WA","CHERRIES",16394,1,16394,7.3,2245.7534
"7225","APR",2013,"Frost","Franklin","WA","CHERRIES",82081.95,2,41040.975,43.5525,1884.6668
"7226","MAR",2013,"Frost","Franklin","WA","CHERRIES",767521.6,3,255840.533333333,251.173,3055.7488
"7227","APR",2014,"Frost","Franklin","WA","CHERRIES",15994,1,15994,20.4,784.0196
"7228","MAR",2014,"Frost","Franklin","WA","CHERRIES",142230,1,142230,40,3555.75
"7229","APR",2015,"Frost","Franklin","WA","CHERRIES",32670.4,1,32670.4,28.72,1137.5487
"7230","APR",2002,"Hail","Franklin","WA","CHERRIES",72307,1,72307,33.6,2151.994
"7231","MAY",2004,"Hail","Franklin","WA","CHERRIES",14814.2,1,14814.2,14.36,1031.6295
"7232","JUN",2009,"Hail","Franklin","WA","CHERRIES",470223,2,235111.5,88.25,5328.3059
"7233","JUN",2010,"Hail","Franklin","WA","CHERRIES",25404,1,25404,18.7,1358.5027
"7234","JUN",2015,"Hail","Franklin","WA","CHERRIES",11421,1,11421,3.5,3263.1429
"7235","NOV",2006,"Heat","Franklin","WA","CHERRIES",73626,1,73626,57.3,1284.9215
"7236","JUL",2009,"Heat","Franklin","WA","CHERRIES",29081,1,29081,12.6,2308.0159
"7237","JUN",2009,"Heat","Franklin","WA","CHERRIES",95780.55,1,95780.55,24.582,3896.3693
"7238","JUN",2015,"Heat","Franklin","WA","CHERRIES",72220,2,36110,52.48,1376.1433
"7239","JUL",2009,"Hot Wind","Franklin","WA","CHERRIES",155729.4,2,77864.7,24.78,6284.4794
"7240","JUN",2001,"Other (Snow-Lightning-Etc.)","Franklin","WA","CHERRIES",31290,1,31290,14.9,2100
"7241","AUG",2009,"Other (Snow-Lightning-Etc.)","Franklin","WA","CHERRIES",23986,1,23986,54.8,437.7007
"7242","JUL",2009,"Other (Snow-Lightning-Etc.)","Franklin","WA","CHERRIES",130888,2,65444,43,3043.907
"7243","JUN",2009,"Other (Snow-Lightning-Etc.)","Franklin","WA","CHERRIES",139098,2,69549,81.2,1713.0296
"7244","JUL",2010,"Other (Snow-Lightning-Etc.)","Franklin","WA","CHERRIES",7355,1,7355,15.3,480.719
"7245","APR",2001,"Plant Disease","Franklin","WA","CHERRIES",6927,1,6927,5.5,1259.4545
"7246","JUN",2005,"Wildlife","Franklin","WA","CHERRIES",3588.8,1,3588.8,4.52,793.9823
"7247","JUN",2007,"Wildlife","Franklin","WA","CHERRIES",29074.02,2,14537.01,17.08,1702.226
"7248","JUN",2009,"Wildlife","Franklin","WA","CHERRIES",92024.45,1,92024.45,23.618,3896.3693
"7249","JUN",2008,"Wind/Excess Wind","Franklin","WA","CHERRIES",3940,1,3940,1.72,2290.6977
"7250","JUN",2009,"Wind/Excess Wind","Franklin","WA","CHERRIES",33536.8,2,16768.4,8.96,3742.9464
"7251","JUN",2010,"Wind/Excess Wind","Franklin","WA","CHERRIES",36698.55,3,12232.85,10.192,3600.7212
"7252","JUN",2011,"Wind/Excess Wind","Franklin","WA","CHERRIES",2295,1,2295,0.7,3278.5714
"7253","JUN",2015,"Wind/Excess Wind","Franklin","WA","CHERRIES",32941,1,32941,11,2994.6364
