"","month","year","damagecause","county","state","commodity","loss"
"10280","MAR",2001,"Drought","Wasco","OR","BARLEY",2600
"10281","MAY",2001,"Drought","Wasco","OR","BARLEY",49264
"10282","AUG",2002,"Drought","Wasco","OR","BARLEY",417
"10283","JUN",2002,"Drought","Wasco","OR","BARLEY",73094
"10284","MAY",2002,"Drought","Wasco","OR","BARLEY",28074
"10285","MAY",2003,"Drought","Wasco","OR","BARLEY",16717
"10286","MAY",2004,"Drought","Wasco","OR","BARLEY",1873
"10287","APR",2005,"Drought","Wasco","OR","BARLEY",61346
"10288","JUN",2005,"Drought","Wasco","OR","BARLEY",3
"10289","MAR",2005,"Drought","Wasco","OR","BARLEY",11828
"10290","JUN",2008,"Drought","Wasco","OR","BARLEY",5831
"10291","MAR",2008,"Drought","Wasco","OR","BARLEY",509
"10292","JUN",2009,"Drought","Wasco","OR","BARLEY",5491.2
"10293","MAY",2009,"Drought","Wasco","OR","BARLEY",6783.2
"10294","JUN",2012,"Drought","Wasco","OR","BARLEY",6125
"10295","MAY",2013,"Drought","Wasco","OR","BARLEY",4034
"10296","JUN",2014,"Drought","Wasco","OR","BARLEY",18187.58
"10297","JUN",2015,"Drought","Wasco","OR","BARLEY",3215.5
"10298","MAY",2015,"Drought","Wasco","OR","BARLEY",6966.7
"10299","SEP",2013,"Excess Moisture/Precip/Rain","Wasco","OR","BARLEY",23765.5
"10300","MAY",2001,"Failure Irrig Supply","Wasco","OR","BARLEY",391
"10301","APR",2013,"Freeze","Wasco","OR","BARLEY",1483
"10302","MAY",2013,"Freeze","Wasco","OR","BARLEY",3378.7
"10303","JUN",2015,"Freeze","Wasco","OR","BARLEY",174.4
"10304","AUG",2013,"Hail","Wasco","OR","BARLEY",3045
"10305","JUN",2004,"Heat","Wasco","OR","BARLEY",70148
"10306","MAY",2005,"Heat","Wasco","OR","BARLEY",492.8
"10307","JUL",2007,"Heat","Wasco","OR","BARLEY",4199
"10308","JUN",2007,"Heat","Wasco","OR","BARLEY",11236
"10309","JUL",2009,"Heat","Wasco","OR","BARLEY",1212.2
"10310","JUN",2009,"Heat","Wasco","OR","BARLEY",4646.6
"10311","AUG",2012,"Heat","Wasco","OR","BARLEY",4650
"10312","JUL",2012,"Heat","Wasco","OR","BARLEY",101.97
"10313","AUG",2013,"Heat","Wasco","OR","BARLEY",23765.5
"10314","JUN",2013,"Heat","Wasco","OR","BARLEY",4462
"10315","JUN",2014,"Heat","Wasco","OR","BARLEY",2903.42
"10316","JUN",2015,"Heat","Wasco","OR","BARLEY",580.8
"10317","MAY",2001,"Hot Wind","Wasco","OR","BARLEY",48
"10318","MAY",2012,"Other (Snow-Lightning-Etc.)","Wasco","OR","BARLEY",3594
"10319","JUN",2003,"Wildlife","Wasco","OR","BARLEY",2
"10320","MAY",2005,"Wildlife","Wasco","OR","BARLEY",881.1
"10321","JUN",2009,"Wildlife","Wasco","OR","BARLEY",2168.8
"10322","MAY",2005,"Wind/Excess Wind","Wasco","OR","BARLEY",97.9
"10323","APR",1991,"Cold Wet Weather","Adams","WA","BARLEY",2929
"10324","JUN",1993,"Cold Wet Weather","Adams","WA","BARLEY",217
"10325","AUG",1993,"Cold Winter","Adams","WA","BARLEY",4237
"10326","MAR",1993,"Cold Winter","Adams","WA","BARLEY",1623
"10327","FEB",2014,"Cold Winter","Adams","WA","BARLEY",4635.2
"10328","SEP",2013,"Decline in Price","Adams","WA","BARLEY",846
"10329","FEB",2014,"Decline in Price","Adams","WA","BARLEY",2676
"10330","AUG",1989,"Drought","Adams","WA","BARLEY",170
"10331","JUN",1989,"Drought","Adams","WA","BARLEY",1793
"10332","OCT",1989,"Drought","Adams","WA","BARLEY",827
"10333","JUL",1990,"Drought","Adams","WA","BARLEY",783
"10334","AUG",1991,"Drought","Adams","WA","BARLEY",456
"10335","DEC",1991,"Drought","Adams","WA","BARLEY",90
"10336","JUL",1991,"Drought","Adams","WA","BARLEY",4036
"10337","JUN",1991,"Drought","Adams","WA","BARLEY",157
"10338","AUG",1992,"Drought","Adams","WA","BARLEY",4770
"10339","JUL",1992,"Drought","Adams","WA","BARLEY",13955
"10340","JUN",1992,"Drought","Adams","WA","BARLEY",662
"10341","MAY",1992,"Drought","Adams","WA","BARLEY",4854
"10342","AUG",1994,"Drought","Adams","WA","BARLEY",1561
"10343","JUL",1994,"Drought","Adams","WA","BARLEY",1674
"10344","JUN",1994,"Drought","Adams","WA","BARLEY",330
"10345","AUG",1996,"Drought","Adams","WA","BARLEY",1563
"10346","NOV",1996,"Drought","Adams","WA","BARLEY",1128
"10347","OCT",1996,"Drought","Adams","WA","BARLEY",2407
"10348","JUN",1999,"Drought","Adams","WA","BARLEY",2293
"10349","MAY",1999,"Drought","Adams","WA","BARLEY",150
"10350","JUN",2000,"Drought","Adams","WA","BARLEY",324
"10351","JUL",2001,"Drought","Adams","WA","BARLEY",925
"10352","JUN",2001,"Drought","Adams","WA","BARLEY",29319.75
"10353","MAY",2001,"Drought","Adams","WA","BARLEY",10654
"10354","JUN",2002,"Drought","Adams","WA","BARLEY",2106
"10355","MAY",2002,"Drought","Adams","WA","BARLEY",4191.2
"10356","MAY",2003,"Drought","Adams","WA","BARLEY",11118.6
"10357","JUN",2004,"Drought","Adams","WA","BARLEY",1732
"10358","APR",2005,"Drought","Adams","WA","BARLEY",16204
"10359","AUG",2005,"Drought","Adams","WA","BARLEY",4575
"10360","JUL",2005,"Drought","Adams","WA","BARLEY",3989
"10361","MAY",2005,"Drought","Adams","WA","BARLEY",8963
"10362","JUN",2007,"Drought","Adams","WA","BARLEY",3173
"10363","MAY",2007,"Drought","Adams","WA","BARLEY",8365
"10364","JUN",2008,"Drought","Adams","WA","BARLEY",2014
"10365","MAY",2008,"Drought","Adams","WA","BARLEY",42577
"10366","JUN",2012,"Drought","Adams","WA","BARLEY",12949
"10367","JUN",2014,"Drought","Adams","WA","BARLEY",36855.8
"10368","MAY",2014,"Drought","Adams","WA","BARLEY",3160
"10369","JUN",2015,"Drought","Adams","WA","BARLEY",3342
"10370","MAY",2015,"Drought","Adams","WA","BARLEY",57513
"10371","OCT",1989,"Freeze","Adams","WA","BARLEY",2256
"10372","DEC",1991,"Freeze","Adams","WA","BARLEY",358
"10373","AUG",1992,"Freeze","Adams","WA","BARLEY",2003
"10374","FEB",2014,"Freeze","Adams","WA","BARLEY",627
"10375","OCT",1989,"Frost","Adams","WA","BARLEY",447
"10376","AUG",1991,"Frost","Adams","WA","BARLEY",205
"10377","JUL",1991,"Frost","Adams","WA","BARLEY",34266
"10378","JUN",1991,"Frost","Adams","WA","BARLEY",493
"10379","APR",1992,"Frost","Adams","WA","BARLEY",32636
"10380","MAY",1992,"Frost","Adams","WA","BARLEY",205
"10381","APR",2001,"Frost","Adams","WA","BARLEY",261
"10382","MAY",2001,"Frost","Adams","WA","BARLEY",1091.25
"10383","APR",2002,"Frost","Adams","WA","BARLEY",6286.8
"10384","JUN",2002,"Frost","Adams","WA","BARLEY",907
"10385","APR",2006,"Frost","Adams","WA","BARLEY",398.8
"10386","APR",2013,"Frost","Adams","WA","BARLEY",81754
"10387","JUL",1993,"Hail","Adams","WA","BARLEY",4842
"10388","MAY",2006,"Hail","Adams","WA","BARLEY",598.2
"10389","JUL",1991,"Heat","Adams","WA","BARLEY",70
"10390","JUN",1991,"Heat","Adams","WA","BARLEY",8
"10391","JUN",1996,"Heat","Adams","WA","BARLEY",1502
"10392","JUN",2003,"Heat","Adams","WA","BARLEY",2696.4
"10393","MAY",2006,"Heat","Adams","WA","BARLEY",7244
"10394","JUL",2014,"Heat","Adams","WA","BARLEY",4740
"10395","MAY",2005,"Cold Wet Weather","Asotin","WA","BARLEY",10744
"10396","SEP",2015,"Decline in Price","Asotin","WA","BARLEY",11286
"10397","APR",2001,"Drought","Asotin","WA","BARLEY",3324
"10398","AUG",2001,"Drought","Asotin","WA","BARLEY",41477
"10399","JUN",2001,"Drought","Asotin","WA","BARLEY",31803
"10400","MAY",2001,"Drought","Asotin","WA","BARLEY",26677
"10401","SEP",2001,"Drought","Asotin","WA","BARLEY",3291
"10402","APR",2002,"Drought","Asotin","WA","BARLEY",1444
"10403","AUG",2002,"Drought","Asotin","WA","BARLEY",1906
"10404","JUL",2002,"Drought","Asotin","WA","BARLEY",9632
"10405","JUN",2002,"Drought","Asotin","WA","BARLEY",153
"10406","MAY",2002,"Drought","Asotin","WA","BARLEY",33001
"10407","SEP",2002,"Drought","Asotin","WA","BARLEY",3992.4
"10408","AUG",2003,"Drought","Asotin","WA","BARLEY",8110
"10409","JUL",2003,"Drought","Asotin","WA","BARLEY",76660
"10410","JUN",2003,"Drought","Asotin","WA","BARLEY",7005.7
"10411","MAY",2003,"Drought","Asotin","WA","BARLEY",27527.7
"10412","JUL",2005,"Drought","Asotin","WA","BARLEY",8717
"10413","APR",2007,"Drought","Asotin","WA","BARLEY",2706
"10414","JUL",2007,"Drought","Asotin","WA","BARLEY",6398.6
"10415","JUN",2007,"Drought","Asotin","WA","BARLEY",4105
"10416","MAY",2007,"Drought","Asotin","WA","BARLEY",19455
"10417","JUL",2008,"Drought","Asotin","WA","BARLEY",7436
"10418","MAY",2008,"Drought","Asotin","WA","BARLEY",12816
"10419","MAY",2009,"Drought","Asotin","WA","BARLEY",1589
"10420","JUL",2011,"Drought","Asotin","WA","BARLEY",37743
"10421","APR",2013,"Drought","Asotin","WA","BARLEY",17403
"10422","JUL",2013,"Drought","Asotin","WA","BARLEY",839
"10423","MAY",2013,"Drought","Asotin","WA","BARLEY",2017
"10424","JUL",2014,"Drought","Asotin","WA","BARLEY",2881
"10425","MAY",2014,"Drought","Asotin","WA","BARLEY",15155
"10426","JAN",2015,"Drought","Asotin","WA","BARLEY",12838.5
"10427","JUL",2015,"Drought","Asotin","WA","BARLEY",2589.5
"10428","JUN",2015,"Drought","Asotin","WA","BARLEY",2589.5
"10429","APR",2003,"Excess Moisture/Precip/Rain","Asotin","WA","BARLEY",14682
"10430","MAY",2003,"Excess Moisture/Precip/Rain","Asotin","WA","BARLEY",9701
"10431","APR",2006,"Excess Moisture/Precip/Rain","Asotin","WA","BARLEY",4386
"10432","AUG",2010,"Excess Moisture/Precip/Rain","Asotin","WA","BARLEY",410
"10433","APR",2011,"Excess Moisture/Precip/Rain","Asotin","WA","BARLEY",5081
"10434","MAY",2011,"Excess Moisture/Precip/Rain","Asotin","WA","BARLEY",111040
"10435","MAY",2013,"Frost","Asotin","WA","BARLEY",2651
"10436","JUL",2003,"Hail","Asotin","WA","BARLEY",2775
"10437","JUL",2006,"Hail","Asotin","WA","BARLEY",138.4
"10438","JUL",2014,"Hail","Asotin","WA","BARLEY",7830
"10439","MAY",2001,"Heat","Asotin","WA","BARLEY",13672
"10440","SEP",2002,"Heat","Asotin","WA","BARLEY",2365.6
"10441","JUL",2003,"Heat","Asotin","WA","BARLEY",1449.3
"10442","JUN",2003,"Heat","Asotin","WA","BARLEY",9111.3
"10443","MAY",2006,"Heat","Asotin","WA","BARLEY",12039.6
"10444","JUL",2007,"Heat","Asotin","WA","BARLEY",4979.4
"10445","JUN",2007,"Heat","Asotin","WA","BARLEY",5200
"10446","JUL",2009,"Heat","Asotin","WA","BARLEY",4820
"10447","JUL",2012,"Heat","Asotin","WA","BARLEY",15802
"10448","JUN",2012,"Heat","Asotin","WA","BARLEY",2226
"10449","MAY",2012,"Heat","Asotin","WA","BARLEY",14021
"10450","MAY",2013,"Heat","Asotin","WA","BARLEY",954
"10451","JUN",2014,"Heat","Asotin","WA","BARLEY",2871
"10452","JUN",2015,"Heat","Asotin","WA","BARLEY",12838.5
"10453","JUN",2015,"Wildlife","Asotin","WA","BARLEY",1542
"10454","DEC",1999,"Cold Winter","Benton","WA","BARLEY",555
"10455","OCT",1989,"Drought","Benton","WA","BARLEY",3246
"10456","APR",1991,"Drought","Benton","WA","BARLEY",21325
"10457","JUN",1991,"Drought","Benton","WA","BARLEY",11064
"10458","MAR",1991,"Drought","Benton","WA","BARLEY",21369
"10459","MAY",1991,"Drought","Benton","WA","BARLEY",57596
"10460","JUN",1992,"Drought","Benton","WA","BARLEY",4775
"10461","JUN",1999,"Drought","Benton","WA","BARLEY",1295
"10462","JUN",2001,"Drought","Benton","WA","BARLEY",293
"10463","MAY",2001,"Drought","Benton","WA","BARLEY",3145
"10464","MAY",1991,"Hail","Benton","WA","BARLEY",832
"10465","JUL",1989,"Heat","Benton","WA","BARLEY",1830
"10466","JUN",1989,"Heat","Benton","WA","BARLEY",3168
"10471","MAY",2009,"Cold Wet Weather","Columbia","WA","BARLEY",3398
"10472","JUN",2010,"Cold Wet Weather","Columbia","WA","BARLEY",31
"10473","JUN",2011,"Cold Wet Weather","Columbia","WA","BARLEY",6463
"10474","MAY",2012,"Cold Wet Weather","Columbia","WA","BARLEY",25899.3
"10475","SEP",2013,"Decline in Price","Columbia","WA","BARLEY",1115
"10476","JUL",2014,"Decline in Price","Columbia","WA","BARLEY",2109
"10477","SEP",2014,"Decline in Price","Columbia","WA","BARLEY",11595
"10478","SEP",2015,"Decline in Price","Columbia","WA","BARLEY",44049.5
"10479","JUN",2001,"Drought","Columbia","WA","BARLEY",12432
"10480","MAY",2001,"Drought","Columbia","WA","BARLEY",420
"10481","JUL",2002,"Drought","Columbia","WA","BARLEY",69
"10482","JUN",2002,"Drought","Columbia","WA","BARLEY",21905
"10483","MAY",2002,"Drought","Columbia","WA","BARLEY",5262.4
"10484","AUG",2003,"Drought","Columbia","WA","BARLEY",347
"10485","JUL",2003,"Drought","Columbia","WA","BARLEY",2065
"10486","JUN",2003,"Drought","Columbia","WA","BARLEY",4705.8
"10487","MAY",2003,"Drought","Columbia","WA","BARLEY",9583.1
"10488","JUL",2005,"Drought","Columbia","WA","BARLEY",16485
"10489","JUN",2005,"Drought","Columbia","WA","BARLEY",120770
"10490","MAY",2005,"Drought","Columbia","WA","BARLEY",37016
"10491","MAY",2007,"Drought","Columbia","WA","BARLEY",309.6
"10492","JUN",2008,"Drought","Columbia","WA","BARLEY",9519.8
"10493","MAY",2008,"Drought","Columbia","WA","BARLEY",28618.8
"10494","MAY",2013,"Drought","Columbia","WA","BARLEY",75810
"10495","JUN",2014,"Drought","Columbia","WA","BARLEY",33896.46
"10496","MAY",2014,"Drought","Columbia","WA","BARLEY",105274.16
"10497","SEP",2014,"Drought","Columbia","WA","BARLEY",2149
"10498","APR",2015,"Drought","Columbia","WA","BARLEY",17267.5
"10499","JUN",2015,"Drought","Columbia","WA","BARLEY",123027.6
"10500","MAY",2015,"Drought","Columbia","WA","BARLEY",10754.9
"10501","SEP",2015,"Drought","Columbia","WA","BARLEY",53515
"10502","MAY",2009,"Excess Moisture/Precip/Rain","Columbia","WA","BARLEY",1724
"10503","JUN",2012,"Excess Moisture/Precip/Rain","Columbia","WA","BARLEY",25998
"10504","SEP",2013,"Excess Moisture/Precip/Rain","Columbia","WA","BARLEY",2104.8
"10505","AUG",2006,"Fire","Columbia","WA","BARLEY",1016
"10506","MAY",2013,"Freeze","Columbia","WA","BARLEY",7538.2
"10507","MAY",2002,"Frost","Columbia","WA","BARLEY",941
"10508","JUN",2001,"Hail","Columbia","WA","BARLEY",5668
"10509","AUG",2008,"Hail","Columbia","WA","BARLEY",3086
"10510","JUL",2002,"Heat","Columbia","WA","BARLEY",1315.6
"10511","JUL",2003,"Heat","Columbia","WA","BARLEY",317.2
"10512","JUN",2003,"Heat","Columbia","WA","BARLEY",7098.9
"10513","JUN",2005,"Heat","Columbia","WA","BARLEY",2747
"10514","MAY",2006,"Heat","Columbia","WA","BARLEY",182
"10515","JUL",2007,"Heat","Columbia","WA","BARLEY",464.4
"10516","JUL",2008,"Heat","Columbia","WA","BARLEY",2087.2
"10517","JUN",2008,"Heat","Columbia","WA","BARLEY",11894.2
"10518","JUL",2012,"Heat","Columbia","WA","BARLEY",11099.7
"10519","JUN",2014,"Heat","Columbia","WA","BARLEY",5047.98
"10520","JUN",2015,"Heat","Columbia","WA","BARLEY",22514.5
"10521","JUN",2014,"Other Causes","Columbia","WA","BARLEY",392.4
"10522","APR",2011,"Cold Wet Weather","Douglas","WA","BARLEY",158
"10523","SEP",2013,"Decline in Price","Douglas","WA","BARLEY",6437.97
"10524","APR",2001,"Drought","Douglas","WA","BARLEY",-5684
"10525","MAR",2001,"Drought","Douglas","WA","BARLEY",17783
"10526","MAY",2001,"Drought","Douglas","WA","BARLEY",2510
"10527","SEP",2001,"Drought","Douglas","WA","BARLEY",1665
"10528","JUL",2002,"Drought","Douglas","WA","BARLEY",1539
"10529","JUN",2002,"Drought","Douglas","WA","BARLEY",6702
"10530","MAY",2002,"Drought","Douglas","WA","BARLEY",4485
"10531","NOV",2002,"Drought","Douglas","WA","BARLEY",5720
"10532","OCT",2002,"Drought","Douglas","WA","BARLEY",1528
"10533","JUN",2003,"Drought","Douglas","WA","BARLEY",20613
"10534","JUN",2004,"Drought","Douglas","WA","BARLEY",5784
"10535","JUN",2005,"Drought","Douglas","WA","BARLEY",10813
"10536","MAY",2007,"Drought","Douglas","WA","BARLEY",869
"10537","JUN",2008,"Drought","Douglas","WA","BARLEY",5317
"10538","APR",2009,"Drought","Douglas","WA","BARLEY",1291
"10539","AUG",2012,"Drought","Douglas","WA","BARLEY",34764
"10540","JUL",2012,"Drought","Douglas","WA","BARLEY",41410.9
"10541","JUN",2012,"Drought","Douglas","WA","BARLEY",25476.1
"10542","MAY",2013,"Drought","Douglas","WA","BARLEY",138181
"10543","MAR",2014,"Drought","Douglas","WA","BARLEY",2411
"10544","MAY",2014,"Drought","Douglas","WA","BARLEY",75996
"10545","JUN",2015,"Drought","Douglas","WA","BARLEY",4677
"10546","JUN",2001,"Frost","Douglas","WA","BARLEY",329
"10547","MAY",2002,"Frost","Douglas","WA","BARLEY",70
"10548","AUG",2013,"Hail","Douglas","WA","BARLEY",11267
"10549","JUL",2013,"Hail","Douglas","WA","BARLEY",65.03
"10550","JUN",2015,"Hail","Douglas","WA","BARLEY",8
"10551","JUL",2006,"Heat","Douglas","WA","BARLEY",265
"10552","JUN",2006,"Heat","Douglas","WA","BARLEY",7745
"10553","MAY",2006,"Heat","Douglas","WA","BARLEY",782
"10554","JUN",2007,"Heat","Douglas","WA","BARLEY",218
"10555","MAY",2007,"Heat","Douglas","WA","BARLEY",8471
"10556","JUL",2012,"Heat","Douglas","WA","BARLEY",13842
"10557","MAY",2013,"Heat","Douglas","WA","BARLEY",18863
"10558","JUN",2015,"Heat","Douglas","WA","BARLEY",55930
"10559","OCT",1989,"Drought","Franklin","WA","BARLEY",71
"10560","JUN",1992,"Drought","Franklin","WA","BARLEY",28
"10561","OCT",1992,"Drought","Franklin","WA","BARLEY",19
"10562","JUN",1994,"Drought","Franklin","WA","BARLEY",74
"10563","MAY",1994,"Drought","Franklin","WA","BARLEY",1607
"10564","APR",2001,"Drought","Franklin","WA","BARLEY",1777
"10565","MAY",2001,"Drought","Franklin","WA","BARLEY",532
"10566","JUN",1992,"Frost","Franklin","WA","BARLEY",19
"10567","JUN",2002,"Cold Wet Weather","Garfield","WA","BARLEY",12010
"10568","JUL",2002,"Cold Winter","Garfield","WA","BARLEY",650
"10569","AUG",2015,"Decline in Price","Garfield","WA","BARLEY",630
"10570","SEP",2015,"Decline in Price","Garfield","WA","BARLEY",1132.89
"10571","APR",2001,"Drought","Garfield","WA","BARLEY",425.8
"10572","AUG",2001,"Drought","Garfield","WA","BARLEY",2598
"10573","JUL",2001,"Drought","Garfield","WA","BARLEY",263
"10574","JUN",2001,"Drought","Garfield","WA","BARLEY",890
"10575","MAY",2001,"Drought","Garfield","WA","BARLEY",21337
"10576","SEP",2001,"Drought","Garfield","WA","BARLEY",639
"10577","JUL",2002,"Drought","Garfield","WA","BARLEY",1839
"10578","JUN",2002,"Drought","Garfield","WA","BARLEY",102997
"10579","MAR",2002,"Drought","Garfield","WA","BARLEY",3177.6
"10580","MAY",2002,"Drought","Garfield","WA","BARLEY",922
"10581","AUG",2003,"Drought","Garfield","WA","BARLEY",492
"10582","JUL",2003,"Drought","Garfield","WA","BARLEY",36925
"10583","JUN",2003,"Drought","Garfield","WA","BARLEY",27259.7
"10584","MAY",2003,"Drought","Garfield","WA","BARLEY",23242.2
"10585","APR",2005,"Drought","Garfield","WA","BARLEY",15664.8
"10586","AUG",2005,"Drought","Garfield","WA","BARLEY",4043
"10587","JUN",2005,"Drought","Garfield","WA","BARLEY",199315.5
"10588","MAY",2005,"Drought","Garfield","WA","BARLEY",366093.9
"10589","JUL",2006,"Drought","Garfield","WA","BARLEY",32
"10590","JUN",2006,"Drought","Garfield","WA","BARLEY",3510.8
"10591","MAY",2006,"Drought","Garfield","WA","BARLEY",5404
"10592","DEC",2007,"Drought","Garfield","WA","BARLEY",12
"10593","MAY",2007,"Drought","Garfield","WA","BARLEY",4225.6
"10594","JUN",2008,"Drought","Garfield","WA","BARLEY",58420.8
"10595","MAY",2008,"Drought","Garfield","WA","BARLEY",912.8
"10596","JUL",2010,"Drought","Garfield","WA","BARLEY",2740
"10597","JUL",2014,"Drought","Garfield","WA","BARLEY",29312
"10598","JUN",2014,"Drought","Garfield","WA","BARLEY",251.4
"10599","MAY",2014,"Drought","Garfield","WA","BARLEY",16678.1
"10600","APR",2015,"Drought","Garfield","WA","BARLEY",2045
"10601","JUN",2015,"Drought","Garfield","WA","BARLEY",32096.31
"10602","MAY",2015,"Drought","Garfield","WA","BARLEY",12561.5
"10603","SEP",2015,"Drought","Garfield","WA","BARLEY",5334
"10604","JUN",2002,"Excess Moisture/Precip/Rain","Garfield","WA","BARLEY",45
"10605","JUL",2010,"Excess Moisture/Precip/Rain","Garfield","WA","BARLEY",10962
"10606","APR",2011,"Excess Moisture/Precip/Rain","Garfield","WA","BARLEY",837
"10607","MAY",2011,"Excess Moisture/Precip/Rain","Garfield","WA","BARLEY",837
"10608","MAY",2002,"Frost","Garfield","WA","BARLEY",5580
"10609","MAY",2006,"Frost","Garfield","WA","BARLEY",1073.1
"10610","APR",2013,"Frost","Garfield","WA","BARLEY",665.5
"10611","MAY",2013,"Frost","Garfield","WA","BARLEY",7102
"10612","JUL",2002,"Hail","Garfield","WA","BARLEY",857
"10613","AUG",2004,"Hail","Garfield","WA","BARLEY",15671
"10614","JUL",2014,"Hail","Garfield","WA","BARLEY",20167
"10615","JUN",2001,"Heat","Garfield","WA","BARLEY",266
"10616","MAY",2001,"Heat","Garfield","WA","BARLEY",43.2
"10617","JUL",2002,"Heat","Garfield","WA","BARLEY",794.4
"10618","JUN",2002,"Heat","Garfield","WA","BARLEY",9095
"10619","MAY",2002,"Heat","Garfield","WA","BARLEY",17473
"10620","JUL",2003,"Heat","Garfield","WA","BARLEY",13.8
"10621","JUN",2003,"Heat","Garfield","WA","BARLEY",24311.3
"10622","JUL",2004,"Heat","Garfield","WA","BARLEY",390
"10623","JUN",2005,"Heat","Garfield","WA","BARLEY",37157.8
"10624","MAY",2005,"Heat","Garfield","WA","BARLEY",54
"10625","JUL",2006,"Heat","Garfield","WA","BARLEY",332
"10626","JUN",2006,"Heat","Garfield","WA","BARLEY",8490.2
"10627","MAY",2006,"Heat","Garfield","WA","BARLEY",55828.9
"10628","JUN",2007,"Heat","Garfield","WA","BARLEY",1841.4
"10629","MAY",2007,"Heat","Garfield","WA","BARLEY",77247
"10630","JUN",2008,"Heat","Garfield","WA","BARLEY",66635.3
"10631","MAY",2008,"Heat","Garfield","WA","BARLEY",35571.1
"10632","JUN",2010,"Heat","Garfield","WA","BARLEY",972
"10633","MAY",2013,"Heat","Garfield","WA","BARLEY",1691.5
"10634","JUN",2014,"Heat","Garfield","WA","BARLEY",10839.5
"10635","APR",2015,"Heat","Garfield","WA","BARLEY",1696
"10636","JUN",2015,"Heat","Garfield","WA","BARLEY",24093.3
"10637","JUL",2010,"Wind/Excess Wind","Garfield","WA","BARLEY",2468
"10638","APR",2011,"Cold Wet Weather","Grant","WA","BARLEY",33
"10639","MAY",2011,"Cold Wet Weather","Grant","WA","BARLEY",33
"10640","AUG",1993,"Cold Winter","Grant","WA","BARLEY",546
"10641","MAR",1993,"Cold Winter","Grant","WA","BARLEY",273
"10642","APR",1991,"Drought","Grant","WA","BARLEY",182
